typhoon_id,typhoon_name,province,city_name,impact_time,impact_latitude,impact_longitude,wind_speed,pressure,intensity_code,intensity_level,track_point_index,impact_type,sequence_in_city
2402,MALIKSI,Guangdong,Yangjiang,2024053118,21.6,111.6,18,998,2,强热带风暴,11,中心经过,1
2402,MALIKSI,Guangdong,Yangjiang,2024053121,22.0,111.9,18,998,2,强热带风暴,12,中心经过,2
2402,MALIKSI,Guangdong,Yangjiang,2024060100,22.4,112.1,15,1000,1,热带风暴,13,中心经过,3
2402,MALIKSI,Guangdong,Yunfu,2024060103,22.8,112.3,15,1000,1,热带风暴,14,中心经过,1
2402,MALIKSI,Guangdong,Zhaoqing,2024060106,23.3,112.6,13,1002,1,热带风暴,15,中心经过,1
2402,MALIKSI,Guangdong,Qingyuan,2024060109,23.7,112.9,13,1002,1,热带风暴,16,中心经过,1
2402,MALIKSI,Guangdong,Qingyuan,2024060112,24.0,113.5,13,1002,1,热带风暴,17,中心经过,2
2402,MALIKSI,Guangdong,Heyuan,2024060115,24.4,114.4,10,1005,0,热带低压,18,中心经过,1
2402,MALIKSI,Jiangxi,Ganzhou,2024060118,24.7,115.0,10,1005,0,热带低压,19,中心经过,1
2402,MALIKSI,Jiangxi,Ganzhou,2024060121,24.8,115.6,10,1005,0,热带低压,20,中心经过,2
2402,MALIKSI,Guangdong,Meizhou,2024060200,24.8,116.3,10,1005,0,热带低压,21,中心经过,1
2402,MALIKSI,Fujian,Longyan,2024060203,24.6,116.8,10,1005,0,热带低压,22,中心经过,1
2402,MALIKSI,Fujian,Zhangzhou,2024060206,24.3,117.1,10,1005,0,热带低压,23,中心经过,1
2403,GAEMI,Fujian,Putian,2024072518,25.5,118.8,28,978,3,台风,36,中心经过,1
2403,GAEMI,Fujian,Fuzhou,2024072521,25.9,118.6,25,980,3,台风,37,中心经过,1
2403,GAEMI,Fujian,Nanping,2024072600,26.5,118.2,25,982,3,台风,38,中心经过,1
2403,GAEMI,Fujian,Nanping,2024072603,27.0,117.9,23,984,2,强热带风暴,39,中心经过,2
2403,GAEMI,Fujian,Nanping,2024072606,27.4,117.7,20,986,2,强热带风暴,40,中心经过,3
2403,GAEMI,Fujian,Nanping,2024072609,27.8,117.4,18,988,2,强热带风暴,41,中心经过,4
2403,GAEMI,Jiangxi,Yingtan,2024072612,28.0,117.1,18,988,2,强热带风暴,42,中心经过,1
2403,GAEMI,Jiangxi,Yingtan,2024072615,28.2,116.8,15,992,1,热带风暴,43,中心经过,2
2403,GAEMI,Jiangxi,Nanchang,2024072618,28.4,116.4,15,992,1,热带风暴,44,中心经过,1
2403,GAEMI,Jiangxi,Nanchang,2024072621,28.8,116.2,15,992,1,热带风暴,45,中心经过,2
2403,GAEMI,Jiangxi,Nanchang,2024072700,29.1,116.1,15,994,1,热带风暴,46,中心经过,3
2403,GAEMI,Jiangxi,Jiujiang,2024072703,29.4,115.9,15,995,1,热带风暴,47,中心经过,1
2403,GAEMI,Jiangxi,Jiujiang,2024072706,29.7,115.6,15,995,1,热带风暴,48,中心经过,2
2403,GAEMI,Hubei,Huangshi,2024072709,29.7,115.4,15,995,1,热带风暴,49,中心经过,1
2403,GAEMI,Jiangxi,Jiujiang,2024072712,29.6,115.2,13,998,1,热带风暴,50,中心经过,3
2403,GAEMI,Jiangxi,Jiujiang,2024072715,29.5,114.9,13,998,1,热带风暴,51,中心经过,4
2403,GAEMI,Hubei,Xianning,2024072718,29.5,114.7,13,998,1,热带风暴,52,中心经过,1
2403,GAEMI,Hubei,Xianning,2024072721,29.5,114.4,13,998,1,热带风暴,53,中心经过,2
2403,GAEMI,Hubei,Xianning,2024072800,29.5,114.2,10,998,0,热带低压,54,中心经过,3
2404,PRAPIROON,Hainan,Hainan,2024072118,18.8,110.2,28,985,3,台风,16,中心经过,1
2404,PRAPIROON,Hainan,Hainan,2024072121,19.4,109.7,23,990,2,强热带风暴,17,中心经过,2
2404,PRAPIROON,Hainan,Hainan,2024072200,19.5,109.2,23,990,2,强热带风暴,18,中心经过,3
2411,YAGI,Hainan,Hainan,2024090609,19.8,110.8,60,920,6,变性温带气旋,27,中心经过,1
2411,YAGI,Hainan,Haikou,2024090612,20.0,110.3,58,925,6,变性温带气旋,28,中心经过,1
2413,BEBINCA,Shanghai,Shanghai,2024091600,30.9,121.8,42,965,5,超强台风,31,中心经过,1
2413,BEBINCA,Shanghai,Shanghai,2024091603,31.2,121.1,38,975,4,强台风,32,中心经过,2
2413,BEBINCA,Jiangsu,Wuxi,2024091606,31.5,120.5,33,978,4,强台风,33,中心经过,1
2413,BEBINCA,Jiangsu,Changzhou,2024091609,31.6,119.9,30,980,3,台风,34,中心经过,1
2413,BEBINCA,Jiangsu,Changzhou,2024091612,31.8,119.4,28,985,3,台风,35,中心经过,2
2413,BEBINCA,Jiangsu,Nanjing,2024091615,31.9,118.7,23,990,2,强热带风暴,36,中心经过,1
2413,BEBINCA,Anhui,Chuzhou,2024091618,32.2,118.1,20,995,2,强热带风暴,37,中心经过,1
2413,BEBINCA,Anhui,Chuzhou,2024091621,32.4,117.5,18,998,2,强热带风暴,38,中心经过,2
2413,BEBINCA,Anhui,Hefei,2024091700,32.6,117.0,18,998,2,强热带风暴,39,中心经过,1
2413,BEBINCA,Anhui,Huainan,2024091703,32.8,116.7,15,1002,1,热带风暴,40,中心经过,1
2413,BEBINCA,Anhui,Bozhou,2024091706,33.0,116.3,15,1002,1,热带风暴,41,中心经过,1
2413,BEBINCA,Anhui,Bozhou,2024091709,33.1,116.1,15,1002,1,热带风暴,42,中心经过,2
2413,BEBINCA,Anhui,Bozhou,2024091712,33.1,115.9,13,1005,1,热带风暴,43,中心经过,3
2413,BEBINCA,Anhui,Fuyang,2024091715,33.2,115.7,13,1005,1,热带风暴,44,中心经过,1
2413,BEBINCA,Anhui,Fuyang,2024091718,33.4,115.4,13,1005,1,热带风暴,45,中心经过,2
2413,BEBINCA,Henan,Zhoukou,2024091721,33.5,115.2,13,1005,1,热带风暴,46,中心经过,1
2413,BEBINCA,Henan,Zhoukou,2024091800,33.5,115.0,10,1008,0,热带低压,47,中心经过,2
2413,BEBINCA,Henan,Zhoukou,2024091803,33.5,114.9,10,1008,0,热带低压,48,中心经过,3
2413,BEBINCA,Henan,Zhoukou,2024091806,33.3,114.8,10,1008,0,热带低压,49,中心经过,4
2413,BEBINCA,Henan,Zhumadian,2024091809,33.1,114.7,10,1008,0,热带低压,50,中心经过,1
2413,BEBINCA,Henan,Zhumadian,2024091812,32.8,114.8,10,1008,0,热带低压,51,中心经过,2
2414,PULASAN,Zhejiang,Zhoushan,2024091909,30.2,122.7,23,995,2,强热带风暴,20,中心经过,1
2414,PULASAN,Shanghai,Shanghai,2024091915,31.1,121.6,23,995,2,强热带风暴,22,中心经过,1
2414,PULASAN,Jiangsu,Suzhou,2024091918,31.5,120.9,20,998,2,强热带风暴,23,中心经过,1
2414,PULASAN,Jiangsu,Wuxi,2024091921,31.8,120.3,18,1000,2,强热带风暴,24,中心经过,1
2414,PULASAN,Jiangsu,Wuxi,2024092000,31.9,120.0,18,1000,2,强热带风暴,25,中心经过,2
2414,PULASAN,Jiangsu,Taizhou,2024092003,32.1,120.0,15,1000,1,热带风暴,26,中心经过,1
2414,PULASAN,Jiangsu,Nantong,2024092006,32.5,120.4,15,1000,1,热带风暴,27,中心经过,1
2414,PULASAN,Jiangsu,Yancheng,2024092009,32.7,120.6,15,1000,1,热带风暴,28,中心经过,1
